iso3,country,continent,population_country,traffic_mortality,literacy_rate,avg_height,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,person,bicycle,car,motorcycle,bus,truck,cellphone,traffic_light,stop_sign,total_time,total_videos,speed_crossing,speed_crossing_day,speed_crossing_night,time_crossing,time_crossing_day,time_crossing_night,speed_crossing_avg,time_crossing_avg,with_trf_light_day,with_trf_light_night,without_trf_light_day,without_trf_light_night,with_trf_light_norm,without_trf_light_norm
MDA,Moldova,Europe,2617820.0,7.3,99.4,169.3,25.7,99.1,"['[h_rLu-eezK4,Fa9nuJFf3l0,ol_iO9asLOA]', '[UA-H2s2KGTU,epy9TnEWDDw,afymlP8KPVg]', '[19rgXCNoKPM,yO0JKEaPG4w,Cy-XYNfuOnI,_I0D_LxiKoc,KmH1sUkso8w,mVdJrD5nOUU,2pnVxfl7kX8,kW7_-mSduDo,gK_dNsMMLa4,Ae7-93gAvNA,abCPr-4OtSg,NVPQ690AkPc,CD4XIpKAfc0,R3jcGIVZyKs,zesaZ2fHRmE,oGvsQWe0LrQ,aW5ST0StzZQ,VDiXO9NTKYA,A3OV8Mgkh_U,xK4xsrWyCo8,4tD4PThe2pc,fCeJEXpOidg,uVsENE_84XU,HBEsMTT76hM,Da0Rp5lhkgI,hpsrT4m6aNs,yGeUM6H0BsQ,muLtlD2R7Io,lm6-CITR19k,svSTIRJDHFQ,zLBDmnw0swQ,f7smkPI2whw,2ZqrG2Xct_0,G5Z6VR78alI,pK9-XI1k8M8,jfcNqjUYQFs,jjpKNNXgL70,zRYdranl_EA,Nx769d-z_0A,WZZhR6oMgB4,2QjOeTRlTiw,s5U47r6fNOk,eA-txnADk0c]', '[52YPlwQDkmg]', '[OuWTgWZPE5E]', '[bXh0m14IVuE]', '[ICP81AnaYhk,bi0oCRjpVNw,TguL77hMtQg]', '[qJwarRmuv5o]', '[6wAaPmtcDQg,C7IQ3A90MMw,r_qH5xEfquo]']","['[[0], [0], [0]]', '[[0], [0], [0]]', '[[0], [0], [0], [0], [0], [0], [0], [0], [0, 0, 0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 0], [0], [0], [0]]', '[[0]]', '[[0]]', '[[0]]', '[[0], [0], [0]]', '[[0]]', '[[0], [0], [0]]']","['[[134], [17], [20]]', '[[120], [6280], [757]]', '[[10], [461], [0], [10], [160], [0], [15], [0], [14, 585, 756], [15], [13], [0], [0], [39], [0], [25], [10], [0], [120], [316], [40], [25], [0], [0], [0], [18], [0], [17], [1028], [358], [16], [0], [0], [0], [0], [0], [0], [0], [0], [0, 2816], [21], [0], [100]]', '[[927]]', '[[23]]', '[[37]]', '[[12], [58], [36]]', '[[21]]', '[[0], [55], [30]]']","['[[1368], [744], [1039]]', '[[270], [6564], [1686]]', '[[1763], [1740], [1321], [989], [608], [1556], [2470], [1228], [562, 742, 1119], [665], [734], [606], [313], [1024], [670], [516], [1860], [1465], [1266], [1670], [2359], [1950], [2101], [2480], [518], [712], [786], [536], [1619], [578], [669], [996], [1064], [634], [1134], [903], [892], [843], [600], [2665, 4725], [175], [1128], [1707]]', '[[1516]]', '[[655]]', '[[250]]', '[[1371], [1266], [473]]', '[[984]]', '[[863], [1350], [581]]']","['[0,0,0]', '[2,0,0]', '[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]', '[0]', '[0]', '[0]', '[0,0,0]', '[0]', '[0,0,0]']","['[6072022,10072022,27072023]', '[22062021,8112021,20062022]', '[27082022,12072022,2022025,30082022,6022025,10022025,7032023,1032023,20062023,2072023,9072023,18012025,20012025,25092022,16032023,7102023,27052022,19032019,28052024,7022022,11062022,11092022,20032019,21032019,26112012,28112012,2062021,16062022,2112023,2022025,27012025,20072024,27072024,5112023,15062024,24062024,6072024,17082024,3112023,30032019,14012023,18062022,11082020]', '[01072022]', '[27022024]', '[18052023]', '[29062020,28062020,1092012]', '[03082023]', '[6092022,22082022,7052022]']","['[25.0,25.0,60.0]', '[30.0,30.0,60.0]', '[25.0,25.0,60.0,25.0,60.0,60.0,30.0,30.0,30.0,60.0,60.0,60.0,60.0,60.0,25.0,30.0,50.0,30.0,30.0,30.0,50.0,60.0,30.0,30.0,24.0,30.0,30.0,60.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,60.0,30.0,30.0]', '[25]', '[60]', '[30]', '[25.0,25.0,30.0]', '[60]', '[25.0,25.0,30.0]']",17776,195,70865,88,3919,8880,0,3531,141,62126,59,0.0,0.8838047203108631,0.0,0.0,2.3587719298245613,0.0,0.8838047203108631,2.3587719298245613,172.0,0.0,277.0,0.0,1.0575849774085571e-09,1.7032037136172696e-09
MEX,Mexico,North America,128932753.0,12.8,95.0,164.1,43.5,174.0,"['[EoY3uSyb7YE,KlfN0F-tuwg]', '[MpA3FHZ3yZc,oxZBX-e84O8,JCXH_WyC8A4]', '[HGrN0WDChw4]', '[kKSaSxsPqys]']","['[[0],[0]]', '[[0],[1],[1]]', '[[0]]', '[[0]]']","['[[15],[0]]', '[[18],[24],[19]]', '[[90]]', '[[80]]']","['[[620],[1450]]', '[[3078],[2191],[2859]]', '[[3458]]', '[[3913]]']","['[0, 0]', '[0, 0, 0]', '[0]', '[0]']","['[01092024,25062023]', '[None,None,None]', '[07042024]', '[22112024]']","['[30.0, 30.0]', '[30.0, 30.0, 30.0]', '[30.0]', '[30]']",1913,73,8008,252,491,961,0,540,49,10122,7,0.0,0.8421886449694714,0.9592855537767112,0.0,2.181818181818182,16.11111111111111,0.9226927697744487,3.8533333333333335,14.0,11.0,5.0,4.0,1.9156246629557586e-11,6.896248786640731e-12
MKD,North Macedonia,Europe,2077132.0,5.1,98.4,168.6,33.5,85.1,"['[NPIveID4qqU,oxxucX4dr5k,Op7tlrGEsg0,F8P8SyfGegA,EOqfYD59Sw8,bBIUPIa8ZwY,gMTAQ_gOtK0,1YAnb9aXOXY,KrqBv36_344,VAaGGuK8rvo,dqJvDiEheSY,ay1jdE4rIuU,5NdobtWZzOA,hPgeaUa4n_U,gNuzHOZ3liA,hAuuCAzYAoQ,OqfrTE6hESs,8PZT3_Qso0Y,zN-PZsNWidU,tWUqSVzCOqg,nwhMKuC4k-U,LEAlWBtWO4g,yKOC_AxaVi8,acbeDr6zzRw,Md8x3cuIlzw,h0WQ4vcfwRs,bXLZk9Cq51Q]']","['[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]']","['[[80],[0],[0],[0],[32],[55],[34],[23],[0],[40],[32],[42],[56],[41],[54],[50],[58],[34],[41],[66],[26],[36],[64],[0],[24],[0],[0]]']","['[[3645],[1426],[768],[761],[1753],[1865],[1515],[2910],[2695],[1420],[1369],[2034],[2510],[975],[1904],[2430],[3386],[1953],[1788],[2145],[2464],[955],[1160],[2017],[2298],[1439],[672]]']","['[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]']","['[None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None]']","['[24.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30, 30, 30, 30.0, 30, 30, 30, 30, 30, 30.0, 30, 30, 30, 30, 30, 30.0, 30.0, 30.0, 30.0, 30, 30.0]']",5281,436,21012,343,742,2032,0,1827,48,17316,27,0.0,0.7377777018012984,0.0,0.0,3.699324324324325,0.0,0.7377777018012984,3.699324324324325,60.0,0.0,166.0,0.0,1.6681671964051706e-09,4.615262576720972e-09
MMR,Myanmar,Asia,54409794.0,20.4,89.1,160.7,30.7,214.08,['[Il-4y-IPnfg]'],['[[0]]'],['[[10]]'],['[[2183]]'],['[0]'],['[None]'],['[30]'],1173,81,3656,24,226,367,0,45,15,2173,1,0.0,0.5947408331904405,0.0,0.0,2.2185792349726774,0.0,0.5947408331904405,2.2185792349726774,17.0,0.0,26.0,0.0,1.4378451386946276e-10,2.1990572709447244e-10
MNE,Montenegro,Europe,621718.0,7.6,99.2,176.6,34.3,72.26,"['[VTOJfCTgv-0,4sEvZm0SZFg]']","['[[0],[0]]']","['[[172],[0]]']","['[[2505],[699]]']","['[0, 0]']","['[None,None]']","['[24.0, 30.0]']",611,19,3680,15,48,183,0,299,17,3032,2,0.0,0.8973186799725095,0.0,0.0,2.180555555555556,0.0,0.8973186799725095,2.180555555555556,6.0,0.0,11.0,0.0,3.182941173619672e-09,5.835392151636065e-09
MNG,Mongolia,Asia,3278292.0,21.0,99.0,165.0,32.7,110.3,"['[CF2TXaXmvkk,vm65Nb1pRvM,KTUgnPbotNo,xTHN79YKGzQ,6atF2BnqtFA,WNfWM1HUP0I,bltWzSrv6uo,oOmVuctqZt0,yWEnas1Pzas,T4ZuVhy1Wa4,24DiVQX7UeA,LQCt79qpl8E,zjSbswa_rtY,DposMGomFFE,y669obT8Mmk,W7X0Y4NoNGc,maFvZa6JXZY,NOTwYaOyDOU,3t_g8WxkVWY,LJl2vfQ5U_E,wZTxvX-PprE,SUTOb3zW3oc,TYlavpJ6x2s,_Nxs-uZtgwc,9uxV8d4HVAo,YPEBOelPQK0,NBWrX2a8j4c,Sj6qQQ55h9Q,W9I0FPv-5Tw,4I1of_K-408]']","['[[0], [0], [0], [0], [0], [0], [0, 0], [0], [0], [1], [0], [0], [0, 0], [0, 0], [0, 0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0, 0], [0, 0], [0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0, 0], [0], [0]]']","['[[0], [13], [10], [0], [26], [12], [20, 1188], [12], [10], [0], [5], [10], [10, 1412], [11, 2484], [17, 1227], [10, 956], [22], [10], [12, 1779, 4215, 4523], [168, 614, 1313], [13, 711], [11, 1993], [12, 1386, 2479, 2884], [304], [25], [13, 479, 831, 1312, 3020], [25, 992, 2020, 2363], [349, 1813], [0], [9]]']","['[[2455], [926], [1905], [1397], [2674], [2030], [1185, 1874], [1285], [1642], [2060], [1102], [3075], [1131, 2211], [2012, 3776], [1150, 1308], [952, 2398], [2257], [3525], [1638, 4138, 4477, 5050], [548, 1206, 1857], [604, 1314], [1945, 4495], [1200, 2338, 2620, 3376], [905], [1827], [475, 756, 1276, 2729, 5492], [957, 1878, 2318, 2703], [1694, 2220], [1770], [2310]]']","['[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]']","['[8062022,11082023,6082023,5032023,11052022,13062022,17062023,11052023,8112023,28082021,21082021,30052022,25072022,24072023,10112021,13062022,6042020,11062023,9062023,18052023,10112021,30052023,13042023,1062018,11062023,13062023,19052023,15052022,8112021,24102023]']","['[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]']",26056,731,93731,511,2888,7544,0,1624,114,67313,30,0.0,0.9212618348769649,1.046411256628232,0.0,2.4350490196078427,2.7777777777777772,0.9228410073911767,2.4387878787878785,106.0,1.0,448.0,4.0,4.848832670404384e-10,2.048291931796992e-09
MRT,Mauritania,Africa,4649660.0,25.6,66.96,163.0,32.6,0.0,"['[CnmW3S-1PDk]', '[ym3NMY_Fv58]', '[_V4xAzANdjE]', '[wPfatZjpiOI,tFhY8jMv9xg,pMiLcjF8670]', '[wPfatZjpiOI,1lz2v4wcCxo,ym3NMY_Fv58]', '[CnmW3S-1PDk]', '[1lz2v4wcCxo]']","['[[0]]', '[[0]]', '[[0]]', '[[0], [0], [0]]', '[[0], [0], [0]]', '[[0]]', '[[0, 1, 0]]']","['[[931]]', '[[2333]]', '[[72]]', '[[30], [4], [147]]', '[[1380], [1976], [1222]]', '[[51]]', '[[45, 540, 777]]']","['[[1108]]', '[[2787]]', '[[1011]]', '[[806], [1049], [1725]]', '[[1459], [2768], [1709]]', '[[273]]', '[[539, 776, 1859]]']","['[0]', '[0]', '[0]', '[0,0,0]', '[0,0,0]', '[0]', '[0]']","['[17082021]', '[05032018]', '[28072023]', '[15012016,15022022,1092022]', '[15012016,9072020,5032018]', '[17082021]', '[9072020]']","['[30]', '[30]', '[30]', '[30.0,30.0,30.0]', '[30.0,30.0,30.0]', '[30]', '[30.0]']",0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MYS,Malaysia,Asia,32365998.0,22.5,83.0,163.1,40.7,170.2,['[AxQcSoA9vGQ]'],['[[0]]'],['[[23]]'],['[[3140]]'],['[0]'],['[03012024]'],['[30]'],1221,7,3068,609,103,385,0,350,20,3117,1,0.0,1.007137519976442,0.0,0.0,2.791666666666666,0.0,1.007137519976442,2.791666666666666,9.0,0.0,19.0,0.0,8.92106501029381e-11,1.8833359466175822e-10
NCL,New Caledonia,Oceania,289870.0,0.0,97.3,0.0,0.0,0.0,"['[nsRkPD7SJCo,vyLdL8YshDo,mpd_eZG5CBE,M3I0I6YDKOM,7LZgbuCexJ8]']","['[[0], [0, 0, 0], [0, 0], [0], [0, 0]]']","['[[2134], [103, 505, 2495], [0, 392], [464], [74, 1669]]']","['[[3130], [281, 2411, 3328], [358, 1358], [3119], [1374, 1918]]']","['[0,0,0,0,0]']","['[4072024,11072024,20052024,18072024,20032023]']","['[30.0,30.0,30.0,30.0,30.0]']",0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NGA,Nigeria,Africa,206139587.0,20.7,62.0,164.8,35.1,334.9,['[umBS-HEUImM]'],['[[0]]'],['[[0]]'],['[[3866]]'],['[0]'],['[None]'],['[30.0]'],7255,54,2941,1027,512,1086,0,59,3,3866,1,0.0,0.603234845537675,0.0,0.0,2.418439716312056,0.0,0.603234845537675,2.418439716312056,10.0,0.0,395.0,0.0,1.2548064681941402e-11,4.956485549366854e-10
NIC,Nicaragua,North America,6624554.0,16.9,82.61,163.0,46.2,0.0,"['[ncFqb3ZRePg]', '[ncFqb3ZRePg,X2oPzSPsiPQ]', '[9_TpO0TIJKg]']","['[[0]]', '[[0], [0, 0, 0, 0, 0, 0, 0]]', '[[0, 0]]']","['[[2583]]', '[[206], [75, 503, 1244, 1605, 1756, 2097, 2598]]', '[[26, 543]]']","['[[3010]]', '[[1174], [230, 1212, 1580, 1729, 2045, 2313, 2726]]', '[[473, 1020]]']","['[0]', '[0,0]', '[0]']","['[24102015]', '[24102015,11022023]', '[25102023]']","['[30]', '[30.0,30.0]', '[30.0]']",0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NLD,Netherlands,Europe,16655799.0,4.0,99.0,177.1,25.7,84.1,"['[Ve4DvQNnDDQ,CoN37VCZ9Jc,ylUNgEYaf3E,Xuo4uCZxNrE]']","['[[0],[0],[0],[0]]']","['[[23],[0],[90],[0]]']","['[[3429],[2520],[2395],[2135]]']","['[0, 0, 0, 0]']","['[None,None,None,None]']","['[30.0, 30.0, 24.0, 30.0]']",8983,4883,6616,969,302,676,1,1143,36,10366,4,0.0,0.8549351940121876,0.0,0.0,3.006462585034013,0.0,0.8549351940121876,3.006462585034013,154.0,0.0,283.0,0.0,8.919572608187671e-10,1.639116265011111e-09
NOR,Norway,Europe,5379475.0,2.1,100.0,173.4,27.7,92.6,['[qxKol0SMEQs]'],['[[0]]'],['[[0]]'],['[[1805]]'],['[0]'],['[None]'],['[30.0]'],541,54,831,13,25,77,0,249,24,1805,1,0.0,0.8649117257430378,0.0,0.0,1.9166666666666667,0.0,0.8649117257430378,1.9166666666666667,4.0,0.0,14.0,0.0,4.119484674609437e-10,1.4418196361133028e-09
NPL,Nepal,Asia,29136808.0,16.3,71.15,158.0,32.8,0.0,"['[cN4eNspisZM,Q2tXf4YQpuQ,x_Bhs1tH4n8,jbYYAMbry38,VNBtcI9PLIQ,GGwSIThT6WY,cCrHCegYKTk,e2sMrytCA18,XKfX8rTR158,q_5nFQAuEPM,wabnMqzdOaU,A5kyT0ymQLY,dsgQHAoCFGo,SYq9zkwVSkM,tnPoxRPcqeU,yfzZIYPn7NM,wq3cIFPYJJA,RUtfYKaD9uQ,YmaHu2AugUY,EjupqWgME-Y,5gNyFtxqW4k,asPY7Pkfi9g,TCqy7T98sjY,tFfiYSc6pgg,PR2RPcoNFrQ,Tr4QwdzG_I8,RdBwTzQ3epQ,_mBTfaDRYx4,Cf7pflUdM6k,feuYTcO34ek,xlBGHUfq_NA,jZrT3zUEU-E,dUEWzXdACWw,u_7zGlIvqyA,kFPmuITW6O4,hZJNMQ19f8w,YzRcNex5Naw,yj3n1m1NWfo,q9Vm7RnHJ68,donNCJbU-pI,w3GDzhs_hKg,dKkfrqO9O4c,zSyhRRREbT8,q_SMcccu3B8,Bjl0dGbBmdA,_DzT6JQYeb4,voHn8YG0E6Y,wyRpcg9xJV8,Ws_Prnd3SPk,siC4x4oguAQ,8L5VfVVwHnk,3_eXAjWC1fs,aN_q9O3_Dto,zgFiO_fXFmU,eY56H7qEAJc,2AAryvWwDAY,IPxl_sU5KWw,KRDRu3shEi8,O3MFV4qLpRE,vyA6RVaFIiE,povFz3-_vlo,fzs8sAK8i1E,sjOXTGuooLU,2VWsUBMeid0,nz_YQxKpOHs,xJSpcO2GJJs,8odTVg1V6Wk,x3V6rU8FNQY,VaPWZ-Pj9Xs,9jfiLAKQUy8,FdhowVm4Ub8,pJkfxNe70q0,2E92c1D_X9E,Hhgbj9y-cPE,E5O1DmlWZ9k,O-vkMADyqto,8vBQfP3wvRo,_9DL4P_GLCM,Jr-v9DzXvs8,RaAy5uSxbGI,YHdMbCmPnPw,lrdL1IAtBok,s0D4ZtMIqSw,UA8lehIuTzQ,iX8_H0vkeYU,ZtvNgm1aN_4,sGLrra6bGbM,Z7Fj35Gvb-c,9tnc_gcIhH0,9-P9tqfIVio,3e3Y1E7AsEY,u-vWAL1LjvU,YzLgrGe-11c,fOSR8rVnq7k,OlkNW8Q3pK8,L44tBscQQ7Q,qDnxECajkhA,ZbmFtNZ8iho,2fuE1YZdKTw,bX6i0Mu5Nno,9jxNGH_a86k,VXm3gOkBjX4,sb3nz7w2Eps,Nu0rriS_9vU,1-lbBdylVZg,A9JS7PTN8wE,kKhAKVkmJu8,fId2W_j4keg,azpf20UdPXw,75nggkembME,natRHVNezkg]']","['[[0], [0], [0], [0], [0], [0], [1], [0], [0], [0, 0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 0], [0], [0], [0], [0], [0, 0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 0], [0], [0], [0], [0], [0], [0, 0, 0], [0], [0, 1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [1], [0, 0], [0], [1], [1], [0], [0], [1], [1, 1], [0], [1], [1, 0], [1, 0], [1], [0], [0], [0], [0]]']","['[[0], [0], [0], [0], [0], [0], [34], [25], [61], [0, 762], [0], [14], [15], [0], [32], [0], [0], [15], [83], [63], [139], [52], [33], [105], [160], [17, 231], [0], [16], [34], [0], [31, 736], [41], [0], [8], [2], [0], [25], [0], [0], [15], [0], [0], [0], [43], [31], [50], [0], [0], [41], [53], [64], [109, 109], [120], [0], [128], [0], [50], [0, 780, 2193], [124], [50, 587], [0], [30], [0], [0], [0], [0], [0], [0], [52], [52], [0], [0], [0], [25], [25], [7], [0], [0], [43], [120], [72], [124], [150], [88], [5], [0], [0], [0], [0], [0], [0], [0], [8], [18], [134, 1235], [68], [30], [30], [63], [14], [8], [2, 80], [89], [58], [4, 1102], [5, 165], [2], [86], [68], [38], [63]]']","['[[1160], [951], [2591], [1911], [840], [1071], [692], [953], [814], [753, 1225], [1505], [881], [929], [1868], [965], [1260], [853], [859], [869], [855], [1601], [867], [1641], [1132], [942], [331, 975], [721], [813], [692], [1940], [730, 858], [1374], [823], [1251], [958], [921], [918], [1531], [1303], [921], [870], [948], [882], [789], [891], [800], [894], [981], [682], [697], [2004], [1364, 1364], [1589], [1184], [1537], [1205], [1093], [550, 2183, 2788], [1483], [587, 893], [856], [1757], [1010], [1120], [1047], [913], [972], [1731], [890], [689], [2205], [1018], [1100], [999], [999], [1215], [913], [1181], [780], [1667], [1024], [1622], [1787], [1238], [1607], [746], [1156], [1562], [1190], [747], [615], [968], [970], [1403], [1230, 3870], [788], [719], [961], [1128], [911], [1319], [76, 703], [1053], [1029], [1102, 1264], [165, 615], [1801], [1416], [1861], [1449], [1327]]']","['[0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,3,0,3,3,0,3,0,0]']","['[18102018,16102018,15092018,30072023,25092024,5092024,6092024,29082024,27082024,5082024,9072024,15062024,14062024,5062024,4062024,26052024,9052024,4052024,5022021,24062021,27062021,23062021,22062021,30062021,2072021,19022025,6022025,19012025,21012025,12012025,28122024,29122024,26122024,16122024,24112024,23112024,19112024,8112024,2112024,29102024,24102024,12102024,10072023,18072023,21072023,4082023,2082023,8082023,9082023,16082023,19102023,24102023,24102023,25102023,26102023,30112023,29112023,22112023,19122023,24122023,27122023,29122023,4032024,18032024,17032024,12032024,13032024,27012024,7022024,10022024,21022024,25022024,23022024,22022024,23032024,22042024,25042024,18112021,25102021,16102021,12102021,9102021,22082021,24082021,2082021,7092022,9092022,8092022,9092022,7092022,7092022,27062021,28062021,26022022,1082023,3082023,1082023,2082023,5082023,1122023,31032022,22032024,19092023,24122023,11032024,10032024,23032024,24122024,4112023,11102022,23102023]']","['[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]']",220956,5746,70470,136267,10882,19803,2,628,29,127091,111,0.0,0.7231701072768812,0.7601885925290188,0.0,2.7515659729237965,2.4795570698466753,0.7279117247840168,2.722723988439276,280.0,6.0,6709.0,824.0,7.723413093480895e-11,2.034282196964741e-09
NZL,New Zealand,Oceania,5084300.0,9.6,99.0,171.2,65.4,135.4,['[HdEMxWMXgPQ]'],['[[0]]'],['[[27]]'],['[[3468]]'],['[0]'],['[None]'],['[30]'],2014,78,2449,75,241,175,0,959,1,3441,1,0.0,0.7869300221095513,0.0,0.0,5.09657320872274,0.0,0.7869300221095513,5.09657320872274,32.0,0.0,6.0,0.0,1.8290860497704718e-09,3.4295363433196346e-10
PAK,Pakistan,Asia,220892331.0,13.0,58.0,161.0,31.6,0.0,"['[o7Qr5q92Zgk]', '[b9YKof8b0iU,I5P1sc-OTIs]']","['[[0, 1]]', '[[0],[0]]']","['[[5, 955]]', '[[109],[37]]']","['[[955, 1267]]', '[[2333],[1270]]']","['[0]', '[0,0]']","['[22112021]', '[None]']","['[30.0]', '[30.0, 25]']",5318,252,5788,2796,283,1283,0,246,35,4719,3,0.0,0.7714888320327322,0.8504228045230366,0.0,3.1215384615384623,4.980392156862745,0.7771269729248969,3.235619735258724,33.0,0.0,131.0,10.0,3.165798903632826e-11,1.3526595315522075e-10
PAN,Panama,North America,4314768.0,13.9,96.0,164.0,49.8,0.0,"['[dW4urb67gGs]', '[38bWKtCoF0k,ba_6eSH0JVw,Fh5JkpAP63g,Z6eXMGbS8CY,Xr8ljR1kLG4,NQP19oulslk,NqA1PYhmKTY,TaHg6oZvHsA,RuqSbnAIF8Q]']","['[[0]]', '[[0], [0], [0], [0], [0, 0, 0, 0], [0, 0, 0], [0], [0], [0]]']","['[[10]]', '[[0], [0], [0], [21], [237, 3832, 4788, 5865], [0, 765, 1205], [5], [40], [3]]']","['[[1501]]', '[[1384], [972], [1800], [1720], [3730, 4204, 5745, 6900], [685, 1140, 1386], [1294], [2814], [1456]]']","['[0]', '[0,0,0,0,0,0,0,0,0]']","['[07012022]', '[19082020,2052020,27022022,9122021,25012023,1042023,4022023,17062023,27012023]']","['[30]', '[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]']",221,0,1793,10,62,184,0,23,4,2356,10,0.0,0.8271577959437196,0.0,0.0,1.3333333333333335,0.0,0.8271577959437196,1.3333333333333335,0.0,0.0,2.0,0.0,0.0,1.967420808337724e-10
PER,Peru,South America,32971846.0,13.6,94.0,161.0,0.0,0.0,"['[K_C1rm0l4Sk]', '[GlX07U2zY3I]', '[Yg3u3pRs4zo]', '[Yg3u3pRs4zo]', '[dk-NdzCrxvw,8KoRy3LpRFQ,Yg3u3pRs4zo,pyrly8AMrkA,GlX07U2zY3I]', '[Yg3u3pRs4zo]', '[Yg3u3pRs4zo]']","['[[0]]', '[[0, 0, 0, 0]]', '[[0]]', '[[0]]', '[[0], [0, 0], [0, 1, 0], [0, 0, 0], [0]]', '[[0]]', '[[0]]']","['[[34]]', '[[10462, 11311, 13680, 14530]]', '[[21]]', '[[9976]]', '[[27], [7, 217], [29521, 32098, 34102], [319, 940, 1180], [200]]', '[[23287]]', '[[2529]]']","['[[753]]', '[[10965, 13195, 13990, 14866]]', '[[2440]]', '[[12989]]', '[[4099], [198, 801], [32097, 33617, 34347], [900, 1169, 1427], [4851]]', '[[29460]]', '[[3276]]']","['[0]', '[0]', '[0]', '[0]', '[0,0,0,3,0]', '[0]', '[0]']","['[07032020]', '[30102023]', '[26102023]', '[05052023]', '[None,13082022,5052023,26012023,30102023]', '[05052023]', '[05052023]']","['[30]', '[30.0]', '[30]', '[30]', '[30.0,30.0,30.0,30.0,30.0]', '[30]', '[30]']",2049,118,3194,124,128,178,0,533,14,4072,11,0.0,0.7999393401114211,0.0,0.0,3.0666666666666664,0.0,0.7999393401114211,3.0666666666666664,16.0,0.0,20.0,0.0,1.1917055188476167e-10,1.4896318985595207e-10
