iso3,country,continent,population_country,traffic_mortality,literacy_rate,avg_height,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,person,bicycle,car,motorcycle,bus,truck,cellphone,traffic_light,stop_sign,total_time,total_videos,speed_crossing,speed_crossing_day,speed_crossing_night,time_crossing,time_crossing_day,time_crossing_night,speed_crossing_avg,time_crossing_avg,with_trf_light_day,with_trf_light_night,without_trf_light_day,without_trf_light_night,with_trf_light_norm,without_trf_light_norm
GRC,Greece,Europe,10715549.0,8.3,97.9,172.5,32.9,128.1,"['[UzmCmQ1-Rlg,GZ_rV35M460,QhvVnvECnn8,1VAtLYqE3Sg]', '[f7bPg5UTOFs]', '[HYOkkZ8i73o]', '[_LWbJjpOyBU]', '[1NYXtjbr1wU]', '[CLjkbCcm9QA]', '[dV0yxPmfdg8,5tz81Yg6xdI,beXvarb1V0c,vNlEPlV80wU]']","['[[0],[0],[0],[0]]', '[[0]]', '[[0]]', '[[0]]', '[[0]]', '[[0]]', '[[1],[0],[0],[0]]']","['[[0],[0],[70],[70]]', '[[0]]', '[[116]]', '[[34]]', '[[47]]', '[[338]]', '[[75],[39],[12],[45]]']","['[[1424],[1673],[3311],[3000]]', '[[890]]', '[[2388]]', '[[1350]]', '[[2210]]', '[[2903]]', '[[3835],[1580],[2527],[1580]]']","['[0, 0, 0, 0]', '[0]', '[0]', '[0]', '[0]', '[0]', '[0, 0, 0, 0]']","['[None,None,None,None]', '[13072022]', '[None]', '[30082024]', '[None]', '[None]', '[None,None,None,None]']","['[30, 25, 24.0, 30.0]', '[30.0]', '[24.0]', '[30.0]', '[24.0]', '[24.0]', '[24.0, 30.0, 30, 24.0]']",10477,246,26929,3103,797,2051,0,2744,205,22453,13,0.0,0.7447478916377049,0.8542113700393869,0.0,3.3424124513618665,4.601449275362318,0.7601411932879413,3.445833333333332,163.0,12.0,148.0,20.0,7.273597181438286e-10,6.982653294180753e-10
GRD,Grenada,North America,112519.0,8.0,98.4,172.0,0.0,0.0,"['[qkF9Oi5Re8U]', '[kZcfOlIC5A8,HRxRcU5OiaM]', '[xAYGU2UnJwk,kZcfOlIC5A8]', '[xAYGU2UnJwk]']","['[[0]]', '[[0], [0]]', '[[0], [0]]', '[[0]]']","['[[1264]]', '[[1309], [1841]]', '[[80], [0]]', '[[2688]]']","['[[1432]]', '[[2011], [2621]]', '[[700], [718]]', '[[2880]]']","['[0]', '[0,0]', '[0,0]', '[0]']","['[01122023]', '[1082023,19082022]', '[06082022,01082023]', '[06082022]']","['[30]', '[30.0,30.0]', '[30,30]', '[30]']",0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GTM,Guatemala,North America,16858333.0,22.9,83.03,158.0,48.3,262.62,"['[p6Xc5kTMUAk,lso5Zyz-sMw,ARjViPYVhRY]', '[ARjViPYVhRY]']","['[[0], [0], [0, 1]]', '[[0]]']","['[[4584], [33], [9136, 10570]]', '[[154]]']","['[[7791], [1343], [10569, 12996]]', '[[1642]]']","['[0,0,0]', '[0]']","['[3042021,8112015,6042021]', '[06042021]']","['[30.0,30.0,30.0]', '[30]']",0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GUF,French Guiana,South America,254541.0,0.0,0.0,0.0,0.0,0.0,"['[PymrJ6l75eY,XeTyFFjDmCk,f476eozrFmc]']","['[[0], [0], [0]]']","['[[18462], [157], [11]]']","['[[20408], [1563], [2843]]']","['[0,0,0]']","['[6112022,12112022,28112022]']","['[30.0,30.0,30.0]']",943,52,7775,421,66,1393,0,89,123,6184,3,0.0,0.0,0.0,0.0,3.697916666666667,0.0,0.0,3.697916666666667,3.0,0.0,35.0,0.0,1.905873308428804e-09,2.2235188598336048e-08
GUY,Guyana,South America,786559.0,22.3,90.03,166.0,45.1,0.0,"['[mNgm1YGQHOg,tktOLvwDXnE,Ed4bigx3vVg,NI4-y-29Xls,SkCXriZhQlg,w3sn5kzeAMc,SplvCgjHKBo,L93vpIp6m7U,UJLGcfoZe5o,XZ8jw0wIZ6Q]', '[tktOLvwDXnE,L93vpIp6m7U,j8wvBOQjAT8]', '[sw6lbEgFIPw]', '[mTcO_rxJJXE]', '[nE_bWhjW-EE,reL3HAcTvJY]', '[mTcO_rxJJXE]']","['[[0], [0], [0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0], [0], [0], [0]]', '[[0], [0], [1]]', '[[0]]', '[[0]]', '[[0, 0], [0]]', '[[0]]']","['[[8], [4510], [10, 3906, 4193, 4362], [167], [126, 443], [123, 399, 653], [0], [3218], [0], [10]]', '[[22], [1638], [41907]]', '[[946]]', '[[484]]', '[[739, 1023], [717]]', '[[20]]']","['[[1720], [7846], [3858, 4113, 4300, 4636], [2703], [235, 602], [251, 529, 815], [1053], [3669], [1514], [3067]]', '[[755], [2747], [42265]]', '[[2669]]', '[[2463]]', '[[1008, 1353], [838]]', '[[374]]']","['[0,0,0,0,0,0,0,0,0,0]', '[0,0,0]', '[0]', '[0]', '[0,0]', '[0]']","['[23042019,23102022,27062015,28102023,20102024,17012024,16062019,26072024,7052018,28112022]', '[23102022,26072024,21102022]', '[05102021]', '[24082018]', '[3112023,28092021]', '[24082018]']","['[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]', '[30.0,30.0,30.0]', '[30]', '[30]', '[30.0,30.0]', '[30]']",8067,537,22606,677,1000,5938,0,498,57,25759,18,0.0,0.8275460907567872,1.24535476696352,0.0,2.960431654676258,2.5833333333333335,0.8306524749665027,2.9577380952380943,60.0,0.0,340.0,4.0,2.96135823130796e-09,1.6978453859498973e-08
HND,Honduras,North America,9904608.0,16.1,89.0,162.0,48.2,111.43,"['[W0FFrmAIn9I]', '[_nZgxCXBd1o,coWiD5iJzdc,G1rPp9lWJMw,oyQOePaF3k0]', '[GDOrxIjjSLU]', '[wv9KsuviuUM]', '[T3eozp8TZpQ,ILoAAyjwplE,bgaGs3f5xYQ,ZXVnvA-fh-Y,sBeRTbxW1Aw,DYTeU3bEwlU]']","['[[0]]', '[[0, 0], [0], [0, 0], [0]]', '[[0]]', '[[0, 1]]', '[[0], [0], [0], [0], [1], [0]]']","['[[141]]', '[[186, 960], [5], [17, 1280], [5]]', '[[21]]', '[[50, 1715]]', '[[95], [0], [5], [10], [0], [6]]']","['[[2226]]', '[[940, 1108], [2865], [1205, 1646], [847]]', '[[3207]]', '[[1714, 2642]]', '[[997], [1318], [1114], [1200], [1230], [1405]]']","['[0]', '[0,0,0,0]', '[0]', '[0]', '[0,0,0,0,0,0]']","['[27102023]', '[19102023,16102023,17102023,18102023]', '[27012021]', '[17102023]', '[2032025,16032025,20102023,21052022,24052023,3052024]']","['[30]', '[30.0,30.0,30.0,30.0]', '[30]', '[30.0]', '[30.0,30.0,30.0,30.0,30.0,30.0]']",0,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HRV,Croatia,Europe,4047200.0,7.9,99.3,173.8,28.9,92.6,['[sX5rVQhy2Dc]'],['[[0]]'],['[[63]]'],['[[4462]]'],['[0]'],['[None]'],['[24.0]'],1865,130,3886,72,145,300,0,429,76,4399,1,0.0,0.9353681561416719,0.0,0.0,2.875,0.0,0.9353681561416719,2.875,43.0,0.0,78.0,0.0,2.415237411546704e-09,4.381128327921928e-09
HTI,Haiti,North America,11402533.0,18.8,68.01,166.0,41.1,597.17,"['[ySkoRAbT70U,Cy6tUIQW7hw,P-jhb1GiqdQ,atR8xxmKd_Y,k5NawsokS-8,xMjJXchCx8s]']","['[[0], [0], [0, 0, 0, 0, 0, 0, 0], [0], [0], [0]]']","['[[82], [42], [65, 520, 729, 1063, 1179, 1254, 1320], [13], [11], [14]]']","['[[2290], [3120], [514, 650, 1056, 1123, 1250, 1316, 1350], [1035], [1549], [1663]]']","['[0,0,3,0,0,0]']","['[18082016,8092019,17032021,31072024,10082024,4082024]']","['[30.0,30.0,30.0,30.0,30.0,30.0]']",0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HUN,Hungary,Europe,9749763.0,7.7,99.1,169.5,29.2,125.6,"['[nhmYYU9sr54,bnuSxnSXdRo,dYtmrI8Yjp4]', '[lo7Cxy6IZz0]']","['[[0],[0],[0]]', '[[0]]']","['[[80],[55],[68]]', '[[300]]']","['[[6210],[900],[2487]]', '[[1699]]']","['[0, 0, 0]', '[0]']","['[None,None,None]', '[12122021]']","['[24.0, 30.0, 30.0]', '[30.0]']",4901,324,10792,280,565,1234,0,1342,100,10793,4,0.0,0.8638761371419942,0.0,0.0,3.837673611111112,0.0,0.8638761371419942,3.837673611111112,85.0,0.0,86.0,0.0,8.077606445209816e-10,8.172637109271108e-10
IDN,Indonesia,Asia,273523621.0,11.3,96.0,160.3,36.1,191.4,"['[cFI5ZcqGIvM,-jW5fJl-4DI,Bggw0NJpfgs,pyE58rr1HWY,BBlsqLgk9hs,06WEb6CrsXc,WBtPOylNvgA,yRDJsgztn_A,hcmVrRXOo9Y,3NzGzvfIcrM,nUQWD87Vo1k,RH__meGjelo,pPcFa3gWThs,LtysBf7n4uU,4d4e2ybJ3WA,g6NiJqH9yMc,zC5kIo0aE_Y]', '[gmDBzijaIAA]']","['[[0,0,0],[0,0],[0,0],[0],[0],[0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0]]', '[[0]]']","['[[17,2773,4454],[36,3660],[43,5930],[0],[0],[0],[0],[0],[17],[0],[0],[0],[0],[0],[0],[0],[0]]', '[[29]]']","['[[2547,4160,6850],[3597,8120],[2801,7828],[17450],[10733],[17542],[17725],[17687],[17883],[3898],[17605],[8995],[10437],[10205],[10000],[9874],[10819]]', '[[2968]]']","['[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', '[0]']","['[02102023,30102023,20112023,21022024,21022024,21022024,16022024,16022024,13022024,13022024,16022024,06022024,06022024,06022024,01022024,01022024,01022024]', '[22122023]']","['[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]', '[30]']",133118,2760,62070,159657,2273,15963,744,1674,171,134414,18,0.0,0.6197174671911696,0.7419861309263568,0.0,4.494828469022042,2.231481481481482,0.6221182544173868,4.4700698875721905,381.0,5.0,5135.0,82.0,1.049900063854884e-11,1.418997055215267e-10
IND,India,Asia,1380004385.0,15.6,77.0,161.0,35.7,30.77,"['[NdPAVDBjSUA]', '[ChBV1zh37y4]', '[gYKMob1pfcQ]', '[U-ZlI8AY_uw]', '[UOmJElyZ03A]', '[KEXW5lYrJfo]', '[jf5HcCDLI88,JOgJfprh08U]', '[yP1jnAbD0rY]', '[Ae-9_73biLU]', '[MAj6y23vNuU,Y5fEXvJPuJs,AMijVs8ClFs,3db2_0o6z4w,YZ7eCa0mVx8,S_WZBc4AakE,rBP5H2Vg_4k,qyO3tjRjCz8,j_lBv6BSrNo,6xokyU5ZO8Q,WkxUxxJDLMU,D7ApKH6MkkI,LYz-IfilWr0,RDlY-kgOqgI,yJDdeFkRNdc,28uzhGsVrfg,ArHgX2N8drQ,Dy-ZdgFyg2U,VCgdVkDPtEc,EFFZQtL7vwo,ozOHKd6BxBQ,Jghf2nVXF3s,ZQOBK7fw9sE,BlKplvDjAwU,DrVTZPFTCv0,2eludalmMno,HWqrnbQ1TiA,qPYE5MJx6tY,zEpWQWdLDgE,-UXg0nmJ17s,k3HVv_ILPcE,_bhYAX3SarU,lCQmuzfmKQo,Fm4zMNSA3XQ,TPfspIW0IbM,FeXDR8Q8vYI,h6BFGfac1hs,4u0erFJYuuY,KFwzr6NbFJk,zz99kV3tUlk,_YvhAeKZVBk,7m_qp_kBzog,7J0nuPyDhak,DODKlI26WyA,SgEwAAnu3OE,cuGs4llVOCU,64ppBGq-Txo,8jVEkKmpiOM,YRPG6QyZhd4,CTsYVwKuy0E,tBQoaH5Ytmk,Bhlrmgk7Wvc,QHDdVEMOPpU,QLL_5fc_nvY,T0vVmH_1f70,RW8xvhNP34E,3KrQwHRv6BI,xZS3YBCxGxQ,DMXViTAuORU,sqVP5A2axfk,WyUudk7NI3I,H4UX51rKUuA,mniI-RL763Q,wykzfrIEu4g,yA7C33wD9Sw,pqTzfcHliDs,2c4Qrh-RIZ4,nOlB1F9RhPQ,xFTQrpTPchg,boIYaRPfhfs,G3XhZZ-FR1E,heNxm9u6ng8,_bx1-vYzGao,yX3SMrgCTGg,3O36lAagkFs,rDQNvEMwFmU,4ORCYffhD0A,aFdYCJimw_M,PnaIszSr-us,6QTcunWV3-U]', '[KJUb0-_sMCA]', '[Af0SUwah1bQ,GR4BOtjFCtM,g-c3K8plBxo,HRddF4h5x8I,bE5IoODKUVo,mg1qnlbT6e4,7l4HANY1eFA,GiP7dM73t3c,Jbsg7bETdQ8]', '[uAs3nwPM6TU,UsChr7WQGuM,ZRUBgGB-AwU]', '[h6zuPtiB3rc,k0uvCY58F3E]', '[MxmEz7c_pAw,R1xLEkhfZjg,lbvhYPpqLHE,HqMgFnsu_H0]', '[aGdgEMeefIg,6jHUS726rjI]', '[HO2_SqdP8AU,2HKp3P6zp-M,YPFdhTfK3EE,bKol5C4k3Kw,Hp1J4LxQ36E,D7MM56S4SjI,4VbUeYX0y7k,HvNXzlwznjc,gR8WNDzG38k,TBNjFnsWWLA,K8UThutvnEU,M22oFZGREwk]', '[k7UbcNzseME,2YkM-o9Lshg,WeFgVL_xyxY,gnu45g7adv0,IB1Upf_lxdw,Lg58FsITy4s,z0TKlblsVTk,6vi4LG4P5RY,FWzPc1VVE7o,gYKMob1pfcQ,7ziEtIhh-_I,tga46ManqQY,VjaZjvvxMQU,-ydQl-7AGJg,gPM_8PSMfm4,jSTGnxLTMUA,Jcg5EEIrjXo,JVo86aMIDh0,k_ADst_uQkk,pPOllxxyrX0,I_rlt3BxvFo,Jg0oOIjjY_o,Dn7_tOMoqLA,AxdS8rw8Sgc,b9ACHLQVBog,a5a3k1wNrCM,BEMKVhJyJyQ,LjJgVzsQmmY,UJltieajnEw,wX6scN8PsoY,jTXAhKJBW3A,8pLvIMJWqj8,QM_jaeYK-4Y,z0A_BWuijQA,KXhNW5gv2ck,XFzsr7GlHaw,TPM4qRdORCY,lWGtgeVQf5I,mt6JoqYHRz8,l2x2FgInUz0,oVLk6cDUPEQ,l0pF2jHkg0c,d8ys6ze_m1c,SHDup-3XBaM,XaBswpXSFbI,8r-lM0er_Aw,Rerc1ay1yrg,9TsoQz3hUOA,QnrB6t7tuGQ,TtBF9vMByCE,Ovrnth03X-c,paZ6yjRI6wI,WTEpkGa-yPw,0kUQYlKphcA,VEbnaBWzBRA,1Qcu7hZWHnY,KeKAUTz1V-Q,BrCXU871liM,Y2ft6LZNNgQ,GcJo6jbvPJs,tU2e8Up7GnQ,7BoyTXjlrgM,n2mqOWRAlPs,JZOToBp_xLw,37PjM1fd6b4,3o9GwAqL8XU,sVRT9ACezek,B-6a5VVhWnQ,h9S8HioQGzM,WtPvpPNxwGg,O-cCAQIhaCU,ecYTphrv_7w,mJGULh2bIGg,_rINXTR-DE4]']","['[[0]]', '[[0]]', '[[0]]', '[[0]]', '[[0]]', '[[0, 0]]', '[[0], [0]]', '[[0]]', '[[0]]', '[[0], [0], [0, 1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [1, 0], [0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0], [1], [1], [0, 1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0, 1], [0], [0], [0], [0], [0], [0], [0, 0], [0], [1]]', '[[0]]', '[[0], [0], [1], [0], [0], [0], [0], [0], [0]]', '[[0], [0], [0]]', '[[0], [0]]', '[[0], [0], [0], [0]]', '[[0], [0]]', '[[0], [0], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0]]', '[[0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]']","['[[5]]', '[[5]]', '[[0]]', '[[0]]', '[[0]]', '[[3, 401]]', '[[0], [0]]', '[[6]]', '[[0]]', '[[23], [40], [101, 2335], [45], [17], [17], [0], [29], [18], [14], [30], [30], [17], [25], [44], [18], [46], [27, 1370], [41], [13], [37], [23], [38], [7], [36], [18], [34], [19], [30], [7], [18], [17], [22], [50], [65], [72], [59], [50], [11], [30], [43], [34, 1365], [53], [48], [4], [2], [6], [5], [9], [6], [10], [10], [34], [11], [22], [8], [22], [5], [7], [8], [25], [0], [30], [19], [27], [36], [0], [43], [53], [52], [84, 2587], [32], [51], [1365], [45], [42], [57], [36, 38], [13], [7]]', '[[47]]', '[[22], [0], [21], [40], [4], [3], [4], [0], [7]]', '[[0], [0], [0]]', '[[0], [0]]', '[[49], [62], [54], [85]]', '[[0], [12]]', '[[52], [39], [6], [6], [6], [5], [7], [0], [30], [18], [38], [7]]', '[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [19], [21], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]']","['[[1255]]', '[[868]]', '[[1376]]', '[[665]]', '[[979]]', '[[353, 4565]]', '[[623], [737]]', '[[1601]]', '[[879]]', '[[4132], [3888], [1984, 2790], [3230], [1264], [734], [1752], [2515], [4200], [1792], [2441], [4008], [3638], [1162], [4261], [1026], [4415], [1370, 2000], [1801], [853], [3600], [3946], [3199], [637], [2194], [1004], [2163], [3806], [2045], [827], [2827], [960], [945], [2499], [1318], [2913], [1650], [2225], [800], [1089], [937], [1365, 2091], [2018], [3372], [2365], [2786], [1644], [1743], [1893], [2031], [2179], [2578], [4357], [661], [2055], [910], [667], [773], [1430], [1881], [1613], [1300], [2274], [1330], [1217], [1597], [1433], [2280], [1794], [963], [2587, 4470], [1465], [976], [3436], [1595], [1857], [3810], [4590, 3763], [896], [3064]]', '[[1825]]', '[[2773], [1680], [4507], [2585], [667], [2982], [715], [819], [703]]', '[[1548], [1049], [819]]', '[[648], [821]]', '[[1378], [1703], [1683], [3124]]', '[[1254], [1330]]', '[[3397], [1952], [2828], [815], [1164], [1468], [2274], [1293], [979], [1200], [1862], [1000]]', '[[1439], [1027], [1425], [1529], [789], [763], [1250], [945], [732], [945], [1949], [1233], [1617], [732], [787], [1390], [848], [1509], [886], [1045], [3176], [788], [926], [903], [622], [1057], [669], [1223], [737], [984], [1426], [962], [777], [1821], [1362], [962], [1098], [1089], [925], [1482], [1047], [2100], [1546], [937], [752], [925], [767], [801], [1236], [901], [1118], [600], [1065], [1487], [1849], [1483], [1555], [2744], [868], [2014], [2180], [1767], [655], [1525], [701], [891], [1968], [1061], [1147], [1892], [1719], [780], [1021], [944]]']","['[0]', '[0]', '[0]', '[0]', '[0]', '[0]', '[0,0]', '[0]', '[0]', '[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3]', '[0]', '[0,0,0,0,0,3,0,0,0]', '[0,0,0]', '[0,0]', '[0,0,0,0]', '[0,0]', '[0,0,0,0,0,0,0,0,0,0,0,0]', '[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]']","['[30082023]', '[02122022]', '[09072024]', '[15052024]', '[23052023]', '[21082020]', '[10072023,14072023]', '[28122022]', '[06072023]', '[None,1072023,None,24052023,13082023,21082023,18052023,13062023,3062023,16052023,7112023,4072023,8112023,18112023,6122023,12032024,16122023,19122023,9122023,29112023,13112023,9112023,24052023,19052023,25112023,8072023,28052023,6112023,19082023,12102023,19082023,16082023,7072023,16042024,26042024,4052024,8062024,8062024,10062024,13062024,13062024,30092024,2102024,3102024,7042022,12042022,12042022,13042022,18042022,20042022,20042022,26042022,16052022,7062022,26092022,7102022,2102022,7102022,7102022,27102022,23012023,29122022,1022023,12082023,10042024,11042024,4042024,27032024,26032024,25032024,25032024,24032024,17032024,14032024,13032024,11032024,23112023,12112023,2112023,27012025]', '[31102022]', '[None,None,None,22042021,26042021,2062021,17062020,1032019,13022019]', '[6082024,30102023,5102023]', '[3012025,11112023]', '[20042024,22042024,23042024,25042024]', '[30012022,1022022]', '[12042024,7062024,23042022,22062022,23062022,17102022,13052023,5042024,3042024,7122023,16112023,26112023]', '[30122024,24122024,26102024,6112024,24082024,1092024,9082024,27072024,12072024,9072024,3072024,24062024,25052024,16052024,10052024,13052024,6042024,3042024,31032024,25032024,19032024,13032024,4032024,15022024,3022024,28012024,22012024,13012024,10012024,7012024,1012024,26122023,23122023,11122023,14122023,20122023,5122023,2122023,17112023,20112023,26112023,5112023,25092023,19092023,4092023,8072023,12072023,2082023,11082023,18082023,13082023,10092023,24122021,16122021,14122021,6122021,8122021,12122021,10122021,4122021,1122021,12112021,29102021,23102021,25092021,29092021,21092021,19092021,9092021,11092021,13092021,29072021,25072021,12122022]']","['[30]', '[30]', '[30]', '[30]', '[30]', '[30.0]', '[30.0,30.0]', '[30]', '[30]', '[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]', '[30]', '[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]', '[30.0,30.0,30.0]', '[30.0,30.0]', '[30.0,30.0,30.0,30.0]', '[60.0,30.0]', '[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]', '[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]']",262704,6804,280881,153481,22541,83519,27,10500,290,326475,197,0.0,0.7104501401043405,0.6952155095239516,0.0,3.256099204744574,3.3981270564414103,0.7082387360905468,3.269770501388702,874.0,88.0,4388.0,592.0,2.135230061160237e-12,1.1053477863386674e-11
IRL,Ireland,Europe,4994724.0,3.1,99.0,171.7,30.1,149.3,"['[vQLGYK5gSz4,zoqLX1Z5nm8,i1HrCJFKD0c,jF72Co033eY,HdkvgR5tdQQ,3EF1RAP5yJY,Fy0fqEdDr0Q,rnI6v7Jlpgw,SZ7wrTc4fRo,Dg0dbc099Fk]']","['[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]']","['[[0],[23],[111],[8],[0],[0],[0],[0],[30],[0]]']","['[[1240],[2435],[1147],[1125],[1893],[1540],[1200],[1182],[1287],[1785]]']","['[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]']","['[None,None,None,None,None,None,None,None,None,None]']","['[25.0, 30, 25.0, 25.0, 25.0, 30.0, 30.0, 30.0, 30.0, 30.0]']",5490,704,10563,133,573,1477,118,2387,35,14662,10,0.0,0.884165007598104,0.0,0.0,3.3446376811594214,0.0,0.884165007598104,3.3446376811594214,87.0,0.0,40.0,0.0,1.187994807969139e-09,5.462045094110983e-10
ISL,Iceland,Europe,366425.0,2.0,99.0,175.5,26.1,93.1,"['[0LoZ97w9Sxs,Jf3UPRDYl0Q]']","['[[0],[0]]']","['[[40],[0]]']","['[[1425],[4160]]']","['[0, 0]']","['[None,None]']","['[30.0, 30.0]']",1078,36,4858,12,196,418,0,822,46,5545,2,0.0,0.9185213747574628,0.0,0.0,2.388888888888889,0.0,0.9185213747574628,2.388888888888889,5.0,0.0,59.0,0.0,2.4608398858834717e-09,2.9037910653424968e-08
ISR,Israel,Asia,9216900.0,3.9,97.8,168.1,37.9,154.4,"['[p8SFwwdRo2A]', '[aB5e0pUQjtk]', '[Ips0sR23vdk,PeVAr1oerxg,WJ1OFU1PBWg,U7mRolPWfgA,FmV_Gyv5f48]']","['[[0]]', '[[0]]', '[[0],[0,1],[0],[0],[0]]']","['[[0]]', '[[0]]', '[[6],[0,1349],[8],[0],[4]]']","['[[1876]]', '[[1708]]', '[[2575],[1287,1870],[3307],[1751],[668]]']","['[0]', '[0]', '[0, 0, 0, 0, 0]']","['[13112024]', '[05032024]', '[08112022,07112022,02102022,01102022,05042022]']","['[30]', '[30]', '[25, 25, 25, 25, 25]']",5023,970,20103,1568,675,1559,3,2635,219,13675,7,0.0,0.5016929965830916,0.37202018346924765,0.0,4.8990892531876185,4.190099009900989,0.4488826976939861,4.646948356807516,97.0,97.0,81.0,6.0,1.5391803820828851e-09,6.902509960887166e-10
